"row.names" "chrom" "begin" "end" "count_rpt" "length_rpt" "count_SINE" "length_SINE" "count_DNA" "length_DNA" "count_TcM" "length_TcM" "count_LINE" "length_LINE" "count_LTR" "length_LTR" "count_nonLTR" "length_nonLTR" "count_simple" "length_simple" "count_gene" "length_gene" "count_gene_ex" "length_gene_ex" "chr_type" "gene_ex_bin"
"2026" "120" "LR999936.1" 1.2e+07 12100000 227 29420 40 6543 17 1429 0 0 14 1864 3 118 22 6033 27 989 1 10203 0 0 "Autosome" "0"
"2027" "121" "LR999936.1" 12100000 12200000 215 27231 58 10231 13 1515 0 0 13 1509 2 158 24 3703 33 1113 0 0 0 0 "Autosome" "0"
"2028" "122" "LR999936.1" 12200000 12300000 222 40446 42 7936 4 612 0 0 13 1776 20 8430 25 10923 31 1464 0 0 2 1513 "Autosome" "1"
"2029" "123" "LR999936.1" 12300000 12400000 180 35126 31 5379 10 2274 1 210 17 6494 3 5609 25 6857 23 1056 0 0 0 0 "Autosome" "0"
"2030" "124" "LR999936.1" 12400000 12500000 233 27614 47 8468 8 2659 0 0 9 1169 3 276 34 4334 33 1232 0 0 0 0 "Autosome" "0"
"2031" "125" "LR999936.1" 12500000 12600000 218 33505 43 7434 13 1478 0 0 16 5276 5 2962 26 7868 37 1685 0 0 1 2973 "Autosome" "1"
"2032" "126" "LR999936.1" 12600000 12700000 156 21254 29 5189 11 2261 1 86 6 493 0 0 12 4460 26 938 2 6645 0 0 "Autosome" "0"
"2033" "127" "LR999936.1" 12700000 12800000 177 21992 38 6942 5 327 0 0 11 1484 1 35 18 5691 37 1445 1 1853 0 0 "Autosome" "0"
"2034" "128" "LR999936.1" 12800000 12900000 239 28983 44 7746 11 1059 0 0 10 791 2 115 26 6086 39 1580 0 0 0 0 "Autosome" "0"
"2035" "129" "LR999936.1" 12900000 1.3e+07 149 17727 28 6080 9 1263 0 0 5 405 1 53 12 1416 35 2257 5 18749 0 0 "Autosome" "0"
"2036" "130" "LR999936.1" 1.3e+07 13100000 151 22304 25 5524 6 505 0 0 11 2551 15 4776 17 3345 29 1183 1 3256 0 0 "Autosome" "0"
"2037" "131" "LR999936.1" 13100000 13200000 194 25382 35 6821 12 2772 0 0 9 2696 1 99 24 4136 31 1154 4 11316 0 0 "Autosome" "0"
"2038" "132" "LR999936.1" 13200000 13300000 170 16828 28 4579 11 1378 3 815 13 1590 1 110 22 2794 32 1413 6 90777 0 0 "Autosome" "0"
"2039" "133" "LR999936.1" 13300000 13400000 177 18997 20 3792 21 2050 0 0 3 400 2 150 17 2866 35 1555 5 39350 0 0 "Autosome" "0"
"2040" "134" "LR999936.1" 13400000 13500000 202 26730 28 5320 17 1701 1 42 7 1612 3 261 25 7422 43 1992 7 51012 0 0 "Autosome" "0"
"2041" "135" "LR999936.1" 13500000 13600000 221 29536 34 6114 12 1514 2 406 8 856 10 2495 30 7474 33 1201 0 0 0 0 "Autosome" "0"
"2042" "136" "LR999936.1" 13600000 13700000 218 29311 31 6335 17 1363 0 0 5 666 3 964 23 6794 34 1278 5 33556 0 0 "Autosome" "0"
"2043" "137" "LR999936.1" 13700000 13800000 223 27879 49 7489 13 1648 0 0 13 3494 1 98 24 3724 30 1338 1 7520 0 0 "Autosome" "0"
"2044" "138" "LR999936.1" 13800000 13900000 222 31689 37 7708 11 633 1 78 9 3256 2 607 28 7758 30 1322 0 0 0 0 "Autosome" "0"
"2045" "139" "LR999936.1" 13900000 1.4e+07 221 28026 47 8268 9 862 1 74 18 2806 8 3397 29 3953 32 1383 0 0 0 0 "Autosome" "0"
"2046" "140" "LR999936.1" 1.4e+07 14100000 218 40750 39 8454 12 967 1 79 22 6133 9 4475 30 12505 29 1277 0 0 0 0 "Autosome" "0"
"2047" "141" "LR999936.1" 14100000 14200000 207 36827 42 8114 11 2688 1 52 8 874 12 2716 31 12588 19 702 0 0 1 749 "Autosome" "1"
"2048" "142" "LR999936.1" 14200000 14300000 237 29256 54 9958 10 1863 0 0 8 1117 1 40 22 3081 37 1379 3 17456 0 0 "Autosome" "0"
"2049" "143" "LR999936.1" 14300000 14400000 213 43224 34 6390 16 3582 2 989 10 4155 4 1980 20 13770 33 1129 2 3330 0 0 "Autosome" "0"
"2050" "144" "LR999936.1" 14400000 14500000 136 41092 3 687 13 2937 3 1710 24 10668 2 1388 38 21082 24 826 0 0 1 446 "Autosome" "1"
"2051" "145" "LR999936.1" 14500000 14600000 185 34627 27 5515 14 4754 0 0 16 2578 8 4669 9 3534 23 960 0 0 0 0 "Autosome" "0"
"2052" "146" "LR999936.1" 14600000 14700000 210 28965 32 5375 13 959 0 0 10 1868 3 188 32 10374 36 1467 0 0 0 0 "Autosome" "0"
"2053" "147" "LR999936.1" 14700000 14774369 128 27997 4 760 14 2512 2 147 4 444 0 0 10 13953 47 3835 1 1814 1 1436 "Autosome" "1"
"2054" "0" "LR999937.1" 1 1e+05 127 43463 4 767 16 3373 3 535 6 3071 10 9937 23 13927 28 5560 2 12400 0 0 "Autosome" "0"
"2055" "1" "LR999937.1" 100001 2e+05 107 11992 25 4646 6 480 0 0 6 700 0 0 10 1884 33 1288 0 0 0 0 "Autosome" "0"
"2056" "2" "LR999937.1" 200001 3e+05 163 21850 19 4511 8 758 0 0 5 464 7 5381 12 1267 38 1541 1 461 0 0 "Autosome" "0"
"2057" "3" "LR999937.1" 300001 4e+05 206 27554 40 7456 13 863 0 0 8 1348 3 274 28 7278 27 1032 1 466 0 0 "Autosome" "0"
"2058" "4" "LR999937.1" 400001 5e+05 198 31135 34 6627 13 979 1 69 14 2670 8 5095 32 7115 24 950 0 0 1 2672 "Autosome" "1"
"2059" "5" "LR999937.1" 500001 6e+05 239 27018 57 9601 6 610 1 86 12 2057 3 203 29 4764 48 1848 0 0 0 0 "Autosome" "0"
"2060" "6" "LR999937.1" 600001 7e+05 197 24112 52 9732 12 956 1 214 8 1701 3 267 23 4773 28 1287 0 0 0 0 "Autosome" "0"
"2061" "7" "LR999937.1" 700001 8e+05 232 35034 53 10335 13 1326 1 90 16 4388 7 444 29 8332 34 1643 3 16125 0 0 "Autosome" "0"
"2062" "8" "LR999937.1" 800001 9e+05 215 29935 44 8525 7 1747 0 0 6 1142 4 302 27 7384 36 1522 1 1765 0 0 "Autosome" "0"
"2063" "9" "LR999937.1" 900001 1e+06 145 21474 17 3171 9 985 0 0 1 120 1 97 22 9651 29 1244 4 33937 1 314 "Autosome" "1"
"2064" "10" "LR999937.1" 1e+06 1100000 145 22112 28 5209 9 2772 0 0 8 1478 3 166 14 5771 24 996 0 0 0 0 "Autosome" "0"
"2065" "11" "LR999937.1" 1100000 1200000 201 21426 42 7436 7 660 0 0 5 624 5 483 22 3067 30 1265 0 0 0 0 "Autosome" "0"
"2066" "12" "LR999937.1" 1200000 1300000 234 35515 53 8503 13 1663 1 682 14 6934 5 2713 44 6133 31 1255 0 0 0 0 "Autosome" "0"
"2067" "13" "LR999937.1" 1300000 1400000 188 28872 35 5758 10 1688 1 393 12 3833 5 403 26 8173 38 1548 6 37646 0 0 "Autosome" "0"
"2068" "14" "LR999937.1" 1400000 1500000 198 29445 31 5790 13 2168 0 0 13 2947 1 86 18 7789 30 1317 4 51837 1 858 "Autosome" "1"
"2069" "15" "LR999937.1" 1500000 1600000 233 32898 49 9939 18 2274 1 564 18 1736 2 143 27 9419 37 1423 4 14856 0 0 "Autosome" "0"
"2070" "16" "LR999937.1" 1600000 1700000 185 26393 27 5722 23 4415 4 703 7 1824 1 99 25 6137 31 1160 5 34534 0 0 "Autosome" "0"
"2071" "17" "LR999937.1" 1700000 1800000 314 40012 42 7427 34 3308 1 129 11 1373 2 94 29 8397 34 1440 1 1186 0 0 "Autosome" "0"
"2072" "18" "LR999937.1" 1800000 1900000 282 48243 43 8325 21 4617 1 405 15 4833 0 0 35 14352 36 1322 0 0 0 0 "Autosome" "0"
"2073" "19" "LR999937.1" 1900000 2e+06 281 36935 43 6695 21 2802 1 155 14 2511 4 250 26 7450 45 1630 1 6803 0 0 "Autosome" "0"
"2074" "20" "LR999937.1" 2e+06 2100000 169 29812 21 3546 15 2469 3 1013 14 6479 8 3643 21 5972 33 1471 3 38684 0 0 "Autosome" "0"
"2075" "21" "LR999937.1" 2100000 2200000 159 25301 22 4126 15 2550 1 115 4 1097 6 1411 14 6611 33 1459 9 41756 0 0 "Autosome" "0"
"2076" "22" "LR999937.1" 2200000 2300000 190 27413 27 5372 17 2711 0 0 12 2393 0 0 31 8362 33 1416 2 36020 0 0 "Autosome" "0"
"2077" "23" "LR999937.1" 2300000 2400000 216 34971 36 6886 15 2376 0 0 14 6584 2 245 35 9270 29 1323 0 0 1 2483 "Autosome" "1"
"2078" "24" "LR999937.1" 2400000 2500000 182 26792 32 6597 15 2654 2 451 12 2263 1 300 19 5522 31 1282 1 404 0 0 "Autosome" "0"
"2079" "25" "LR999937.1" 2500000 2600000 239 34903 52 9295 19 2153 4 391 22 8742 0 0 23 3881 30 1108 0 0 0 0 "Autosome" "0"
"2080" "26" "LR999937.1" 2600000 2700000 202 23678 52 9305 9 941 0 0 10 969 1 183 17 2117 32 1381 0 0 0 0 "Autosome" "0"
"2081" "27" "LR999937.1" 2700000 2800000 201 37771 42 6789 6 1714 0 0 24 11760 3 158 42 10613 29 1116 1 4765 0 0 "Autosome" "0"
"2082" "28" "LR999937.1" 2800000 2900000 238 31463 38 6587 17 2582 1 44 16 2792 3 219 31 5896 37 1724 0 0 0 0 "Autosome" "0"
"2083" "29" "LR999937.1" 2900000 3e+06 233 35668 39 7297 29 3365 4 1434 11 1015 12 4926 20 4039 25 997 0 0 0 0 "Autosome" "0"
"2084" "30" "LR999937.1" 3e+06 3100000 195 25466 26 5667 30 5139 3 500 14 1990 1 77 15 2611 34 1676 2 43256 0 0 "Autosome" "0"
"2085" "31" "LR999937.1" 3100000 3200000 191 23373 34 6073 10 2136 0 0 11 956 1 112 16 3373 24 1019 5 16309 0 0 "Autosome" "0"
"2086" "32" "LR999937.1" 3200000 3300000 188 25957 34 6551 13 1035 1 72 7 1086 0 0 18 6292 37 1675 2 9407 0 0 "Autosome" "0"
"2087" "33" "LR999937.1" 3300000 3400000 229 32891 60 10151 7 603 0 0 12 2594 11 5422 22 4442 36 1490 1 878 0 0 "Autosome" "0"
"2088" "34" "LR999937.1" 3400000 3500000 205 29686 36 6139 7 530 1 98 17 5581 2 268 24 7503 27 1106 0 0 0 0 "Autosome" "0"
"2089" "35" "LR999937.1" 3500000 3600000 214 32146 34 7121 11 1539 0 0 8 2268 5 4597 19 4883 40 1767 0 0 0 0 "Autosome" "0"
"2090" "36" "LR999937.1" 3600000 3700000 198 25439 40 6936 10 735 1 44 10 2200 2 2253 24 3343 41 1684 0 0 0 0 "Autosome" "0"
"2091" "37" "LR999937.1" 3700000 3800000 215 31813 41 6869 14 2415 0 0 20 5327 2 94 15 5666 44 1657 0 0 0 0 "Autosome" "0"
"2092" "38" "LR999937.1" 3800000 3900000 211 37068 38 6309 14 2097 1 106 26 11006 3 148 32 8312 27 1111 0 0 0 0 "Autosome" "0"
"2093" "39" "LR999937.1" 3900000 4e+06 299 36513 40 7541 23 2141 0 0 16 2439 1 100 31 5927 44 1937 0 -8026 2 11473 "Autosome" "1"
"2094" "40" "LR999937.1" 4e+06 4100000 162 17615 18 2836 5 367 0 0 11 2578 2 174 26 4351 32 1263 1 917 1 785 "Autosome" "1"
"2095" "41" "LR999937.1" 4100000 4200000 159 20944 27 3813 5 358 0 0 12 6131 2 139 16 3155 37 1621 1 1768 0 0 "Autosome" "0"
"2096" "42" "LR999937.1" 4200000 4300000 153 13262 26 3740 9 1461 2 925 9 1092 4 287 14 1257 45 1827 7 45150 0 0 "Autosome" "0"
"2097" "43" "LR999937.1" 4300000 4400000 176 19774 27 5044 12 832 0 0 6 1189 1 50 14 4112 38 1438 1 7318 0 0 "Autosome" "0"
"2098" "44" "LR999937.1" 4400000 4500000 101 7926 4 878 2 198 0 0 4 320 0 0 6 436 35 1499 7 46450 0 0 "Autosome" "0"
"2099" "45" "LR999937.1" 4500000 4600000 165 25070 27 4713 6 1268 1 630 11 7322 2 87 20 3786 31 1294 4 16346 0 0 "Autosome" "0"
"2100" "46" "LR999937.1" 4600000 4700000 189 24619 27 5576 17 1487 0 0 10 2171 5 247 38 7634 38 1822 3 12815 0 0 "Autosome" "0"
"2101" "47" "LR999937.1" 4700000 4800000 145 14810 38 7359 11 1309 0 0 6 557 0 0 18 1394 26 992 0 0 1 527 "Autosome" "1"
"2102" "48" "LR999937.1" 4800000 4900000 178 17911 37 6457 11 1026 0 0 6 706 3 204 14 1905 31 1265 0 0 0 0 "Autosome" "0"
"2103" "49" "LR999937.1" 4900000 5e+06 160 18453 36 6517 8 1972 0 0 8 674 2 185 12 1414 43 1931 0 0 0 0 "Autosome" "0"
"2104" "50" "LR999937.1" 5e+06 5100000 156 17902 25 4688 15 1950 2 1077 4 343 3 1889 11 1399 38 1454 0 0 0 0 "Autosome" "0"
"2105" "51" "LR999937.1" 5100000 5200000 143 22919 26 5586 13 1071 2 157 14 3999 2 111 9 5524 26 1117 5 53150 0 0 "Autosome" "0"
"2106" "52" "LR999937.1" 5200000 5300000 170 19444 31 5482 11 1366 1 333 9 847 1 101 15 3341 30 1310 0 0 0 0 "Autosome" "0"
"2107" "53" "LR999937.1" 5300000 5400000 133 13371 16 2438 13 1139 0 0 6 1075 4 346 9 967 32 1203 0 0 0 0 "Autosome" "0"
"2108" "54" "LR999937.1" 5400000 5500000 160 19411 19 3378 5 464 0 0 8 2121 2 84 12 2480 24 932 0 0 0 0 "Autosome" "0"
"2109" "55" "LR999937.1" 5500000 5600000 146 18408 28 5174 6 426 0 0 12 1674 2 182 20 5728 30 1164 0 0 0 0 "Autosome" "0"
"2110" "56" "LR999937.1" 5600000 5700000 144 19457 15 2414 14 1733 1 211 5 2464 2 158 18 4567 33 1363 7 43182 0 0 "Autosome" "0"
"2111" "57" "LR999937.1" 5700000 5800000 120 18597 22 4601 10 2394 1 1054 3 219 8 5712 9 1228 30 1362 7 22120 0 0 "Autosome" "0"
"2112" "58" "LR999937.1" 5800000 5900000 81 7578 10 1671 6 349 0 0 3 603 0 0 5 1149 34 1349 1 1347 0 0 "Autosome" "0"
"2113" "59" "LR999937.1" 5900000 6e+06 126 15088 25 5103 5 626 1 292 7 828 1 86 19 2646 31 1607 6 20550 0 0 "Autosome" "0"
"2114" "60" "LR999937.1" 6e+06 6100000 91 14360 7 1418 17 3428 6 1403 8 2752 2 1467 4 991 30 1551 9 31646 0 0 "Autosome" "0"
"2115" "61" "LR999937.1" 6100000 6200000 101 14147 8 1348 10 2261 0 0 4 843 1 95 9 4311 35 1370 7 30875 0 0 "Autosome" "0"
"2116" "62" "LR999937.1" 6200000 6300000 75 6712 11 1901 5 1682 1 60 3 230 3 181 7 429 24 863 3 7207 0 0 "Autosome" "0"
"2117" "63" "LR999937.1" 6300000 6400000 99 18443 10 2277 15 5958 2 665 6 601 1 3985 9 1200 26 1224 10 36278 0 0 "Autosome" "0"
"2118" "64" "LR999937.1" 6400000 6500000 185 28096 33 6064 12 2646 2 231 11 3494 7 1618 15 5195 35 1892 0 0 0 0 "Autosome" "0"
"2119" "65" "LR999937.1" 6500000 6600000 207 27556 28 3999 23 3091 1 54 9 1499 10 2220 17 4728 31 1332 0 0 0 0 "Autosome" "0"
"2120" "66" "LR999937.1" 6600000 6700000 168 24607 15 3589 8 1641 0 0 8 1091 10 4965 21 4008 23 983 2 4720 0 0 "Autosome" "0"
"2121" "67" "LR999937.1" 6700000 6800000 164 24707 22 4270 11 1777 1 660 12 4875 2 72 17 4601 38 1658 2 6820 0 0 "Autosome" "0"
"2122" "68" "LR999937.1" 6800000 6900000 147 26405 24 3898 12 5077 1 127 14 6587 1 64 20 5478 36 1611 7 33822 0 0 "Autosome" "0"
"2123" "69" "LR999937.1" 6900000 7e+06 166 24227 25 4915 3 240 0 0 22 6890 0 0 17 3664 34 1439 0 0 0 0 "Autosome" "0"
"2124" "70" "LR999937.1" 7e+06 7100000 185 23043 26 5368 11 1359 0 0 9 956 5 194 21 5049 39 1683 4 16394 0 0 "Autosome" "0"
"2125" "71" "LR999937.1" 7100000 7200000 128 14939 24 4065 18 4188 2 270 2 448 3 208 10 1015 36 1425 3 26107 0 0 "Autosome" "0"
"2126" "72" "LR999937.1" 7200000 7300000 140 14896 19 3307 15 2043 0 0 5 411 4 232 10 1515 32 1208 0 0 0 0 "Autosome" "0"
"2127" "73" "LR999937.1" 7300000 7400000 136 13780 23 3926 7 721 0 0 4 581 1 33 18 2436 36 1536 0 0 0 0 "Autosome" "0"
"2128" "74" "LR999937.1" 7400000 7500000 172 30479 25 5103 20 7828 2 1631 10 3942 1 38 15 5124 42 1973 0 0 0 0 "Autosome" "0"
"2129" "75" "LR999937.1" 7500000 7600000 186 21172 22 3871 12 1234 0 0 11 1431 3 205 18 2541 29 1336 4 14865 0 0 "Autosome" "0"
"2130" "76" "LR999937.1" 7600000 7700000 163 29162 23 4175 6 1776 0 0 12 7091 2 115 20 7464 42 1643 1 7410 0 0 "Autosome" "0"
"2131" "77" "LR999937.1" 7700000 7800000 159 17678 21 3497 19 3622 0 0 8 758 0 0 11 1860 42 1584 1 3944 0 0 "Autosome" "0"
"2132" "78" "LR999937.1" 7800000 7900000 140 18055 21 4205 5 471 0 0 9 1223 7 3784 4 347 37 1663 0 0 0 0 "Autosome" "0"
"2133" "79" "LR999937.1" 7900000 8e+06 151 26180 16 3184 18 2919 0 0 13 4609 2 2263 10 4630 35 1559 0 0 0 0 "Autosome" "0"
"2134" "80" "LR999937.1" 8e+06 8100000 172 32002 13 2486 12 3904 4 1695 11 4002 9 5870 23 7243 40 1670 0 0 0 0 "Autosome" "0"
"2135" "81" "LR999937.1" 8100000 8200000 111 12501 19 3315 9 781 0 0 3 488 2 245 9 1601 27 1147 2 2836 0 0 "Autosome" "0"
"2136" "82" "LR999937.1" 8200000 8300000 150 24282 24 4408 8 902 0 0 4 3171 1 27 15 5128 23 1107 2 8312 1 2873 "Autosome" "1"
"2137" "83" "LR999937.1" 8300000 8400000 109 10022 19 3490 10 846 1 54 4 568 5 314 7 709 37 1663 4 27424 0 0 "Autosome" "0"
"2138" "84" "LR999937.1" 8400000 8500000 113 11262 13 2401 10 896 0 0 7 1023 1 78 6 896 30 1216 2 6458 0 0 "Autosome" "0"
"2139" "85" "LR999937.1" 8500000 8600000 148 18052 15 2940 17 2526 4 794 7 1485 1 62 14 2589 32 1217 0 0 0 0 "Autosome" "0"
"2140" "86" "LR999937.1" 8600000 8700000 201 28979 27 4754 23 4609 0 0 11 4660 1 108 18 3066 34 1416 0 0 0 0 "Autosome" "0"
"2141" "87" "LR999937.1" 8700000 8800000 131 20553 27 4759 7 907 0 0 17 4617 1 99 24 6337 25 995 0 0 0 0 "Autosome" "0"
"2142" "88" "LR999937.1" 8800000 8900000 166 21753 27 4274 10 836 0 0 6 726 0 0 14 5551 39 1663 0 0 0 0 "Autosome" "0"
"2143" "89" "LR999937.1" 8900000 9e+06 168 23130 21 4479 18 4910 0 0 8 1218 6 2310 16 1761 44 1878 1 2508 0 0 "Autosome" "0"
"2144" "90" "LR999937.1" 9e+06 9100000 191 23235 28 5523 13 2445 0 0 9 1530 1 106 15 1937 39 1334 1 2754 0 0 "Autosome" "0"
"2145" "91" "LR999937.1" 9100000 9200000 157 20490 27 5179 9 687 0 0 12 1472 3 200 17 6548 34 1299 0 0 0 0 "Autosome" "0"
"2146" "92" "LR999937.1" 9200000 9300000 157 29989 33 5644 9 3176 1 88 12 8270 0 0 13 4933 36 1469 1 3630 0 0 "Autosome" "0"
"2147" "93" "LR999937.1" 9300000 9400000 172 25370 22 3605 19 5053 0 0 8 2156 7 3778 12 1684 36 1600 0 0 0 0 "Autosome" "0"
"2148" "94" "LR999937.1" 9400000 9500000 158 24240 25 3517 14 994 1 80 10 2503 2 2297 19 6691 30 1125 0 0 1 7224 "Autosome" "1"
"2149" "95" "LR999937.1" 9500000 9600000 178 30419 17 3884 18 2980 3 309 11 2408 5 3917 15 6508 32 1392 0 0 0 0 "Autosome" "0"
"2150" "96" "LR999937.1" 9600000 9700000 170 34628 26 4658 14 4547 0 0 9 5701 3 2773 11 6007 27 1152 0 0 0 0 "Autosome" "0"
"2151" "97" "LR999937.1" 9700000 9800000 194 28045 24 3673 18 4135 1 86 4 1015 6 4109 16 4252 36 1343 6 62875 0 0 "Autosome" "0"
"2152" "98" "LR999937.1" 9800000 9900000 130 25487 21 4314 10 4202 0 0 9 2292 3 150 12 6432 18 771 1 13656 0 0 "Autosome" "0"
"2153" "99" "LR999937.1" 9900000 1e+07 178 28391 28 5113 17 3773 0 0 20 7378 2 125 22 5632 36 1311 0 0 0 0 "Autosome" "0"
"2154" "100" "LR999937.1" 1e+07 10100000 158 21321 26 5028 9 1293 0 0 8 4259 0 0 14 2074 44 1554 0 0 0 0 "Autosome" "0"
"2155" "101" "LR999937.1" 10100000 10200000 113 11221 25 4327 3 225 1 145 6 974 1 33 10 1398 33 1415 0 0 0 0 "Autosome" "0"
"2156" "102" "LR999937.1" 10200000 10300000 150 24025 21 3822 10 948 0 0 6 4569 0 0 13 5083 37 1518 1 10698 0 0 "Autosome" "0"
"2157" "103" "LR999937.1" 10300000 10400000 136 16432 21 2611 12 1897 0 0 6 2589 6 887 9 1415 30 1198 0 0 0 0 "Autosome" "0"
"2158" "104" "LR999937.1" 10400000 10500000 189 22788 31 5059 13 1005 2 156 13 4154 1 252 6 826 46 1896 0 0 0 0 "Autosome" "0"
"2159" "105" "LR999937.1" 10500000 10600000 114 22299 11 2762 6 1258 0 0 3 1633 1 1392 11 7941 31 1483 2 2702 0 0 "Autosome" "0"
"2160" "106" "LR999937.1" 10600000 10700000 148 17501 12 2817 14 1637 1 470 3 421 2 118 6 830 41 1810 4 12637 0 0 "Autosome" "0"
"2161" "107" "LR999937.1" 10700000 10800000 133 21511 14 3071 8 2717 0 0 8 946 2 142 12 6797 28 1116 5 50627 0 0 "Autosome" "0"
"2162" "108" "LR999937.1" 10800000 10900000 91 12006 9 2293 3 1364 0 0 3 402 1 111 12 3410 35 1471 0 0 0 0 "Autosome" "0"
"2163" "109" "LR999937.1" 10900000 1.1e+07 103 9769 25 3942 2 128 0 0 3 713 1 39 6 600 42 1789 0 0 0 0 "Autosome" "0"
"2164" "110" "LR999937.1" 1.1e+07 11100000 117 12701 17 4088 6 870 2 474 2 287 3 214 9 1449 33 1293 3 15471 0 0 "Autosome" "0"
"2165" "111" "LR999937.1" 11100000 11200000 100 15186 11 2763 3 433 0 0 8 1783 4 267 11 3935 27 1266 12 47621 0 0 "Autosome" "0"
"2166" "112" "LR999937.1" 11200000 11300000 105 16825 16 3906 8 970 1 185 8 914 0 0 7 6116 32 1324 3 15124 0 0 "Autosome" "0"
"2167" "113" "LR999937.1" 11300000 11400000 112 12357 10 1870 11 2614 4 1166 4 499 1 36 7 1965 32 1414 3 15036 0 0 "Autosome" "0"
"2168" "114" "LR999937.1" 11400000 11500000 149 19301 25 5228 10 1463 1 54 6 4405 1 47 13 1737 35 1380 2 28728 0 0 "Autosome" "0"
"2169" "115" "LR999937.1" 11500000 11600000 147 19935 22 4990 20 5064 0 0 5 660 3 579 9 1454 35 1243 1 3992 0 0 "Autosome" "0"
"2170" "116" "LR999937.1" 11600000 11700000 167 19506 43 6570 9 773 1 49 10 1634 2 140 19 3206 25 1089 3 18996 0 0 "Autosome" "0"
"2171" "117" "LR999937.1" 11700000 11800000 156 18410 29 5139 6 828 0 0 14 3452 0 0 17 2312 33 1225 1 3073 0 0 "Autosome" "0"
"2172" "118" "LR999937.1" 11800000 11900000 116 17455 18 3270 6 663 0 0 8 4078 4 3716 9 1134 30 1122 1 1663 0 0 "Autosome" "0"
"2173" "119" "LR999937.1" 11900000 1.2e+07 131 16095 24 4311 9 801 0 0 4 1119 2 72 10 3716 31 1199 1 10288 0 0 "Autosome" "0"
"2174" "120" "LR999937.1" 1.2e+07 12100000 166 22225 26 4337 10 3019 0 0 10 2718 3 491 13 1916 35 1461 4 22048 0 0 "Autosome" "0"
"2175" "121" "LR999937.1" 12100000 12200000 179 20610 33 5126 9 653 0 0 7 2196 2 126 22 3687 30 1165 2 7937 0 0 "Autosome" "0"
"2176" "122" "LR999937.1" 12200000 12300000 186 17446 29 5090 23 1628 2 111 10 1136 0 0 17 2188 39 1657 4 17506 0 0 "Autosome" "0"
"2177" "123" "LR999937.1" 12300000 12400000 203 31144 30 5604 11 1025 0 0 6 3221 6 4961 33 6263 30 1186 2 13558 1 230 "Autosome" "1"
"2178" "124" "LR999937.1" 12400000 12500000 211 27507 51 9926 16 1708 0 0 11 2759 2 155 22 3252 33 1387 0 0 1 1310 "Autosome" "1"
"2179" "125" "LR999937.1" 12500000 12600000 173 24959 32 6181 10 1505 4 840 16 2078 1 231 24 7210 29 1161 0 0 0 0 "Autosome" "0"
"2180" "126" "LR999937.1" 12600000 12700000 227 34019 36 7309 13 1030 0 0 14 4092 4 551 32 9268 36 1195 0 0 0 0 "Autosome" "0"
"2181" "127" "LR999937.1" 12700000 12800000 244 30650 49 8288 12 1011 0 0 13 1855 5 1017 40 6712 35 1454 0 0 0 0 "Autosome" "0"
"2182" "128" "LR999937.1" 12800000 12900000 218 32674 26 4549 18 2551 1 344 16 4566 7 4066 19 2881 32 1511 0 0 1 2591 "Autosome" "1"
"2183" "129" "LR999937.1" 12900000 1.3e+07 235 30418 41 7691 9 1266 1 390 17 3531 9 1577 32 5740 34 1467 0 0 0 0 "Autosome" "0"
"2184" "130" "LR999937.1" 1.3e+07 13100000 197 27229 44 8223 10 1078 2 339 16 1995 1 54 25 7195 25 1387 0 0 0 0 "Autosome" "0"
"2185" "131" "LR999937.1" 13100000 13200000 199 26850 45 8319 13 2086 1 68 15 3461 1 827 22 3934 19 751 1 3153 0 0 "Autosome" "0"
"2186" "132" "LR999937.1" 13200000 13300000 217 22763 46 8662 13 910 0 0 9 960 0 0 24 2983 32 1092 0 0 0 0 "Autosome" "0"
"2187" "133" "LR999937.1" 13300000 13400000 152 25797 28 5404 10 824 1 58 7 716 8 3627 20 8944 27 1052 0 0 0 0 "Autosome" "0"
"2188" "134" "LR999937.1" 13400000 13500000 185 23121 27 4645 5 427 0 0 14 3943 6 804 21 4582 32 1136 0 0 0 0 "Autosome" "0"
"2189" "135" "LR999937.1" 13500000 13600000 191 24809 36 6710 12 2514 1 1578 6 940 5 698 18 2237 33 1349 3 10764 0 0 "Autosome" "0"
"2190" "136" "LR999937.1" 13600000 13700000 146 16640 22 4181 14 1595 0 0 9 1521 0 0 23 3448 34 1404 6 23891 0 0 "Autosome" "0"
"2191" "137" "LR999937.1" 13700000 13800000 210 36408 7 1609 21 2860 0 0 11 2373 10 5422 25 10899 51 2422 5 30414 0 0 "Autosome" "0"
"2192" "138" "LR999937.1" 13800000 13900000 131 15496 14 3113 11 2270 2 745 9 3034 1 66 13 1426 44 1890 6 16060 0 0 "Autosome" "0"
"2193" "139" "LR999937.1" 13900000 1.4e+07 183 35221 45 8146 9 919 3 585 13 7087 1 86 28 12405 25 899 2 6343 0 0 "Autosome" "0"
"2194" "140" "LR999937.1" 1.4e+07 14100000 211 34130 28 6171 14 5171 0 0 13 2855 3 248 24 7138 35 1420 0 0 0 0 "Autosome" "0"
"2195" "141" "LR999937.1" 14100000 14200000 172 25350 32 7057 14 3334 1 75 9 1078 1 96 21 6232 32 1197 0 0 0 0 "Autosome" "0"
"2196" "142" "LR999937.1" 14200000 14300000 220 25202 29 6697 16 1253 0 0 17 2446 1 87 30 4488 34 1373 1 33918 0 0 "Autosome" "0"
