orthogroup gr01 gr02	sp01 sp02	spM01 spM02	spT01 spT02	spV01 spV02	spMs01 spMs02	spVs01 spVs02
OG0012081 -9.12348890879512 -9.12350344216826	-7.82199677199244 -8.4913764759119	-8.14966665374361 -8.14363894213846	-8.63431933213009 -8.6345690055075	-7.49117550916917 -8.14359223936899	-8.83681151757665 -8.83679419385196	-8.12577032163679 -8.83684342842384
OG0012082 -7.93893332276228 -7.93893333209321	-7.77258874390285 -7.77259517059158	-7.34863059494237 -7.23846920485423	-7.7737964821496 -7.77259517059158	-7.54394595443457 -7.54192223596132	-7.9315867158623 -7.93158403201675	-7.54189363249585 -7.54189367146466
OG0012083 -6.07601632574492 -6.07572496764214	-6.25349120831411 -5.94986301900452	-6.15230621343177 -5.806318317163	-5.97372934818192 -5.94986301900452	-5.83505514227831 -5.8110977994511	-5.80187701241867 -5.80408679411071	-5.80927495026721 -5.81779281424597
OG0012084 -6.07572420858764 -6.07572496764214	-5.99185675712632 -5.94986301900452	-6.04065288099991 -5.806318317163	-5.96985054160539 -5.94986301900452	-5.96599706480122 -5.8110977994511	-5.99240717600222 -5.80408679411071	-5.80423789449925 -5.81779281424597
OG0012085 -6.07572420653962 -6.07572496764214	-5.97636054118168 -5.94986301900452	-5.82193300967074 -5.806318317163	-5.9497601425441 -5.94986301900452	-5.8886504877394 -5.8110977994511	-5.80203194599352 -5.80408679411071	-5.80696190405328 -5.81779281424597
OG0012086 -7.93893336242492 -7.9389333322235	-7.77258846735267 -7.77259517339729	-7.24171214893348 -7.23846920552552	-7.77136806716397 -7.77259517339729	-7.54300115526149 -7.54192223417448	-7.93111594309939 -7.931584032017	-7.54188366101832 -7.54189367146228
OG0012087 -6.09083107349098 -6.07572496764214	-6.00385909432748 -5.94986301900452	-6.02163828503274 -5.806318317163	-5.99736251233864 -5.94986301900452	-5.87321620555564 -5.8110977994511	-6.14232808942439 -5.80408679411071	-5.80294762096759 -5.81779281424597
OG0012088 -6.0757241778526 -6.07572496764214	-5.98942715154132 -5.94986301900452	-6.52643966908359 -5.806318317163	-5.97671676123993 -5.94986301900452	-5.95077049563619 -5.8110977994511	-5.80263011673416 -5.80408679411071	-5.80414519717959 -5.81779281424597
OG0012089 -7.93893325071436 -7.9389333322235	-7.77277496240881 -7.77259517339729	-7.27649338665205 -7.23846920552552	-7.77403086398256 -7.77259517339729	-7.54194198768304 -7.54192223417448	-7.9316099935247 -7.931584032017	-7.54189688694923 -7.54189367146228
OG0012090 -7.93892809013232 -7.93893333255713	-7.77258882322995 -7.77259518781667	-7.23959788715755 -7.23846920688558	-7.77258877466462 -7.77259518781667	-7.54637633036693 -7.54192228397449	-7.93161038652376 -7.93158403201759	-7.54188964845997 -7.54189367147834
OG0012091 -6.07595111737246 -6.07572496764214	-6.10001979130793 -5.94986301900452	-5.84640924836177 -5.806318317163	-6.0707395712617 -5.94986301900452	-6.70784109438393 -5.8110977994511	-5.80106896437707 -5.80408679411071	-5.80284055307659 -5.81779281424597
OG0012092 -6.079973324937 -6.07572496764214	-5.95041492172725 -5.94986301900452	-6.27649500026204 -5.806318317163	-5.96421478326491 -5.94986301900452	-5.89920673282205 -5.8110977994511	-6.02427750893783 -5.80408679411071	-5.80324349403307 -5.81779281424597
OG0012093 -6.08392624696393 -6.07572496764214	-6.02253673647681 -5.94986301900452	-5.8038719224772 -5.806318317163	-5.96973895298126 -5.94986301900452	-5.8057287630448 -5.8110977994511	-5.80224682151271 -5.80408679411071	-5.81337319307831 -5.81779281424597
OG0012094 -8.19057465435983 -8.18991363198048	-7.9181614828156 -7.91823794371599	-8.88126922823302 -7.60274739182912	-7.91926582081729 -7.91823794371599	-7.60261118859488 -7.60230666169514	-7.67086561466291 -7.60181273194281	-7.601941474416 -7.60223958947931
OG0012095 -6.08202431943403 -6.07572496764214	-5.94889503029448 -5.94986301900452	-6.06444286081166 -5.806318317163	-5.94941209091168 -5.94986301900452	-6.23987745598078 -5.8110977994511	-5.80112954506178 -5.80408679411071	-5.80816430058379 -5.81779281424597
OG0012096 -7.93887044701331 -7.93893332295179	-7.35048440931623 -7.35005031799448	-6.68236243018454 -6.68323663048573	-7.77258877697515 -7.77259517328918	-7.23880189147217 -7.23847032636909	-6.68236267189252 -6.68236173358056	-7.93161042998458 -7.93161214741048
OG0012097 -6.08328411159476 -6.07572496764214	-6.01776765768611 -5.94986301900452	-6.08413682360812 -5.806318317163	-6.22560495479771 -5.94986301900452	-5.82227333762975 -5.8110977994511	-5.87469848506483 -5.80408679411071	-5.85577876696252 -5.81779281424597
OG0012098 -6.08872472586605 -6.07572496764214	-6.00998799589321 -5.94986301900452	-6.09233726140332 -5.806318317163	-5.94894964346247 -5.94986301900452	-6.02172908377732 -5.8110977994511	-5.81416536697637 -5.80408679411071	-5.80253011219452 -5.81779281424597
OG0012099 -7.93893141235721 -7.93893333255713	-7.77258885803644 -7.77259518781667	-7.23848692024122 -7.23846920688558	-7.77258877072587 -7.77259518781667	-7.54774594365619 -7.54192228397449	-7.93146350364438 -7.93158403201759	-7.5418932271659 -7.54189367147834
OG0012100 -6.66869809796826 -6.07572496764214	-5.95808060295753 -5.94986301900452	-5.819286649789 -5.806318317163	-5.94983418198827 -5.94986301900452	-5.81326524788754 -5.8110977994511	-6.87318326233733 -5.80408679411071	-5.80222389921967 -5.81779281424597
OG0012101 -6.07572421094038 -6.07572496764214	-5.95639773317709 -5.94986301900452	-5.96998556099106 -5.806318317163	-6.00841874802542 -5.94986301900452	-5.90648788997665 -5.8110977994511	-5.80727618537523 -5.80408679411071	-5.80239698977906 -5.81779281424597
OG0012102 -7.93889040439307 -7.93893333255713	-7.77258883331725 -7.77259518781667	-7.24307046109908 -7.23846920688558	-7.77258879243046 -7.77259518781667	-8.43277493688206 -7.54192228397449	-7.9316099545837 -7.93158403201759	-7.54189479200923 -7.54189367147834
OG0012103 -9.09155425643091 -9.0948644191589	-12.0448969181209 -8.65801259709294	-8.14526608502267 -8.14525418769398	-8.65819840935049 -8.65801259709294	-8.17387654663566 -8.15882374757902	-8.14594140743824 -8.14525416007428	-8.14565375258797 -8.14526210755881
OG0012104 -7.93894117531089 -7.93893332295179	-7.35001820861945 -7.35005031799448	-6.78088674722114 -6.68323663048573	-7.77258817627419 -7.77259517328918	-7.23861192856293 -7.23847032636909	-6.68240801667409 -6.68236173358056	-7.93161364541307 -7.93161214741048
OG0012105 -6.08296817687023 -6.07572496764214	-5.95103925622238 -5.94986301900452	-5.90053077678956 -5.806318317163	-5.95141962042045 -5.94986301900452	-5.85287022976609 -5.8110977994511	-5.80159498722503 -5.80408679411071	-5.86004561088415 -5.81779281424597
OG0012106 -9.09546945752933 -9.09543687137223	-8.33880469659768 -8.33873929316973	-8.54176361881641 -8.0185536902076	-8.65814914799716 -8.65801083555428	-8.01979429962399 -8.02232374396382	-8.71165717015455 -8.71163898672237	-8.71170360843464 -8.71164017562467
OG0012107 -7.82892217673864 -7.93893333255713	-7.7725905588072 -7.77259518781667	-7.24113828384862 -7.23846920688558	-7.77263230646716 -7.77259518781667	-7.54908550533803 -7.54192228397449	-7.93161048258581 -7.93158403201759	-7.5418938103027 -7.54189367147834
OG0012108 -7.93893331424345 -7.93893333255713	-7.77258730894959 -7.77259518781667	-7.29332301603409 -7.23846920688558	-7.77258836239707 -7.77259518781667	-7.54207606182762 -7.54192228397449	-7.93181316601486 -7.93158403201759	-7.5418955498857 -7.54189367147834
OG0012109 -9.12348825965513 -9.12348968110664	-7.74432926560927 -7.74433151698449	-7.41545950393171 -7.41546773313678	-8.6345735874112 -8.63456940876983	-7.41546270112203 -7.4156902953281	-8.80201608271388 -8.80184922131819	-8.80561180949661 -8.80175343276238
OG0012110 -8.6321437517835 -8.63208172739094	-8.06900253953191 -8.04316567536675	-7.37595093879826 -7.37560289852613	-8.4657424638358 -8.46573685805653	-8.04007033219633 -7.93161226100967	-7.37588138342552 -7.37550923025277	-8.62475793811699 -8.6247580598687
OG0012111 -7.93893334260743 -7.9389333322235	-7.77258871698419 -7.77259517339729	-7.23842336425563 -7.23846920552552	-7.7725888741692 -7.77259517339729	-7.54217124286503 -7.54192223417448	-8.58332383170178 -7.931584032017	-7.54189068989502 -7.54189367146228
OG0012112 -8.19109757815933 -8.19109984874774	-7.91820209822252 -7.91827160016437	-7.60337737871751 -7.60209433395397	-4.72744697097929 -4.71231799917358	-4.58014348511438 -4.57950672935561	-7.60206247351535 -7.60199885319002	-6.73723525474511 -6.73787461502022
OG0012113 -9.09542249313141 -9.09392123683346	-8.65800797436756 -8.65800191404785	-8.14525993659739 -8.14525422696708	-8.65799979930095 -8.65800191404785	-8.25859346038995 -8.15882371157976	-8.1452544478319 -8.14525415698969	-8.14525405404611 -8.14526210560549
OG0012114 -6.08219604921087 -6.07572496764214	-5.96683757855861 -5.94986301900452	-5.81640766095508 -5.806318317163	-5.94946113570674 -5.94986301900452	-5.80492489785908 -5.8110977994511	-5.80132797097585 -5.80408679411071	-5.80447928343982 -5.81779281424597
OG0012115 -8.6320805303845 -8.63208427518532	-8.04316532934503 -8.04316567541989	-7.41697074915202 -7.37560292984274	-7.24934061798095 -7.24934091968326	-6.84875942025034 -6.84884642491402	-7.38129748697956 -7.37550923038935	-8.23504085680892 -8.23504083604837
OG0012116 -7.93846871014555 -7.9389333322235	-7.77258879000374 -7.77259517339729	-7.30688718887515 -7.23846920552552	-7.77258897532833 -7.77259517339729	-7.54297135260469 -7.54192223417448	-7.93160637572826 -7.931584032017	-7.54187637980835 -7.54189367146228
OG0012117 -6.07249493215106 -6.06649435429917	-5.94652842616553 -5.95096149062877	-5.80014225549196 -5.79225937671903	-6.4787737589884 -5.95096149062877	-5.86601358407863 -5.78890691427052	-5.79152695573489 -5.79258288815667	-5.82532854369444 -5.78681849302634
OG0012118 -6.06647513898263 -6.06649435429917	-5.94766112091999 -5.95096149062877	-5.811359975413 -5.79225937671903	-5.95342327926104 -5.95096149062877	-5.97631460950813 -5.78890691427052	-5.79567441542701 -5.79258288815667	-5.79371045491038 -5.78681849302634
OG0012119 -6.06647511356578 -6.06649435429917	-5.97066405842974 -5.95096149062877	-5.79201906334967 -5.79225937671903	-6.00561624394384 -5.95096149062877	-5.91224798867031 -5.78890691427052	-5.79772916508084 -5.79258288815667	-5.79891978056065 -5.78681849302634
OG0012120 -8.19134857457812 -8.19109745721127	-6.6399585892605 -6.6332272987073	-6.47746971673265 -6.47867136187161	-7.91819825005412 -7.9182303633018	-6.57809482847485 -6.46811440683647	-7.1693156715293 -7.17268101735127	-7.14846120263393 -7.17498173434673
OG0012121 -6.16628700608202 -6.06649435429917	-5.96468560234713 -5.95096149062877	-5.79641851301857 -5.79225937671903	-5.94204906484236 -5.95096149062877	-5.80310853672943 -5.78890691427052	-5.79583703992593 -5.79258288815667	-7.72600041499795 -5.78681849302634
OG0012122 -6.12089302225584 -6.06649435429917	-6.026160954489 -5.95096149062877	-5.81798093452247 -5.79225937671903	-5.95137771923639 -5.95096149062877	-5.78426169051475 -5.78890691427052	-5.7918245245121 -5.79258288815667	-5.78756721440636 -5.78681849302634
OG0012123 -8.34160557847861 -9.12341585385993	-8.63632594528988 -8.63456874380294	-8.04427378472139 -8.04457448334924	-8.64313785507077 -8.63456874380294	-8.04437087791119 -8.04456930579956	-8.04432307084375 -8.04436758414181	-8.04438385730444 -8.0443659910663
OG0012124 -8.19439885575929 -8.19109829112864	-7.91036124790744 -7.57645801389997	-7.58968362445227 -7.60081339287144	-4.8027433027631 -4.71231799917358	-4.5795510210035 -4.58075013795131	-7.6015996941626 -7.60173215569806	-6.73717539000723 -6.73787461502022
OG0012125 -8.48165276607167 -8.48167268346741	-6.52275671680844 -6.5140097903777	-6.37291880181078 -6.36201166313856	-8.04509710720228 -8.18880247866397	-6.41244762975747 -6.35922736645643	-7.89363620517252 -7.74696085303254	-7.7256357769129 -7.72789177998427
OG0012126 -7.85635504588313 -8.20687067087848	-7.74432929746771 -7.7443299566523	-7.16133283409526 -7.41546266740126	-8.49157687821524 -8.49148751813198	-6.72291763290798 -6.7201144561488	-8.53263165653894 -8.521290503016	-6.88918392561216 -6.88851895050828
OG0012127 -6.06647512296321 -6.06649435429917	-5.96000175894381 -5.95096149062877	-5.79367902875584 -5.79225937671903	-5.97710451716388 -5.95096149062877	-5.80882505353453 -5.78890691427052	-6.00591726184412 -5.79258288815667	-6.00336569451966 -5.78681849302634
OG0012128 -6.06647517543098 -6.06649435429917	-5.96123754048986 -5.95096149062877	-5.97577480669543 -5.79225937671903	-6.12269681431358 -5.95096149062877	-7.28324072815964 -5.78890691427052	-5.88334468355449 -5.79258288815667	-5.77603016766245 -5.78681849302634
OG0012129 -6.0780801987364 -6.07725690202891	-5.9842552615549 -5.94958868203509	-5.82503807088083 -5.80517211783434	-5.95623145958459 -5.94958868203509	-5.81497049839405 -5.82002040292171	-5.88645010177047 -5.80243320506849	-5.80264618368463 -5.81075151288172
OG0012130 -8.63208051752808 -8.63207944779559	-8.46573598155598 -8.46573362977291	-7.93161112843773 -7.9316103046981	-8.46573602064065 -8.46573362977291	-8.17781059011813 -8.10858894342991	-8.62475289669917 -8.62464846596068	-7.71653462946408 -8.10860691116556
OG0012131 -6.07748799079893 -6.07725690202891	-5.94962123516122 -5.94958868203509	-5.84921766650652 -5.80517211783434	-5.9498301751346 -5.94958868203509	-6.07456069407224 -5.82002040292171	-5.85998852472912 -5.80243320506849	-5.90027999539235 -5.81075151288172
OG0012132 -7.07562965262893 -7.14776810471484	-7.30297819085561 -8.18662348434879	-7.84701028362073 -7.84603739117934	-8.1898146565309 -8.18662348434879	-7.85109099017344 -7.84599131753132	-7.84713382336331 -7.84302067656343	-7.10883559022478 -7.84693874318522
OG0012133 -7.16294504605968 -7.14776810471484	-8.18665387744734 -8.18662348434879	-7.04700766938686 -7.84603739117934	-8.18978429827284 -8.18662348434879	-6.99803898558619 -7.84599131753132	-7.88234621307054 -7.84302067656343	-7.17761640787978 -7.84693874318522
OG0012134 -7.46821761792063 -7.55642029058414	-7.14810338440793 -7.9182411858081	-7.60133790633396 -7.2756438398011	-7.54721921531613 -7.9182411858081	-7.61385763022813 -7.60143758594046	-7.56400483707618 -7.58802221307237	-7.60164039573525 -7.26643231710799
OG0012135 -7.06014025565883 -7.14776810471484	-8.18180064734786 -8.18662348434879	-7.84724886395938 -7.84603739117934	-7.02479336831107 -8.18662348434879	-12.773223262799 -7.84599131753132	-7.84772625401175 -7.84302067656343	-7.15382294301947 -7.84693874318522
OG0012136 -6.07725686937358 -6.07725690202891	-5.94963666271826 -5.94958868203509	-5.83477796590704 -5.80517211783434	-5.95407717559585 -5.94958868203509	-5.8189169520198 -5.82002040292171	-5.84893185240141 -5.80243320506849	-6.05205217554021 -5.81075151288172
OG0012137 -6.08350011511458 -6.07725690202891	-6.02838300778557 -5.94958868203509	-5.96603488518223 -5.80517211783434	-5.98332924975888 -5.94958868203509	-5.91524489363529 -5.82002040292171	-5.97037690145367 -5.80243320506849	-5.83283910277717 -5.81075151288172
OG0012138 -6.08958075813434 -6.07725690202891	-5.95995434551051 -5.94958868203509	-5.80981895759613 -5.80517211783434	-5.9502549261509 -5.94958868203509	-6.32942980683454 -5.82002040292171	-5.80221060855483 -5.80243320506849	-5.91471711548608 -5.81075151288172
OG0012139 -6.07944682486161 -6.07725690202891	-5.98083433134889 -5.94958868203509	-5.84511735198897 -5.80517211783434	-5.98263198048693 -5.94958868203509	-5.80472387097628 -5.82002040292171	-5.81143182303974 -5.80243320506849	-5.98391730287577 -5.81075151288172
OG0012140 -6.08188744841152 -6.07725690202891	-6.53090981833536 -5.94958868203509	-5.83199267149352 -5.80517211783434	-5.94958549267954 -5.94958868203509	-6.01895908004233 -5.82002040292171	-5.80371535835542 -5.80243320506849	-5.83099504550529 -5.81075151288172
OG0012141 -6.07743615738031 -6.07725690202891	-5.95305595212924 -5.94958868203509	-5.84521091883746 -5.80517211783434	-5.95524594573935 -5.94958868203509	-5.85450228107834 -5.82002040292171	-5.80249412108615 -5.80243320506849	-5.8048599008169 -5.81075151288172
OG0012142 -6.0801624381352 -6.07725690202891	-5.9557307901127 -5.94958868203509	-5.8110531181033 -5.80517211783434	-5.99690733848794 -5.94958868203509	-5.82091350923597 -5.82002040292171	-5.82091384989917 -5.80243320506849	-5.81060078828367 -5.81075151288172
OG0012143 -6.07792125811643 -6.07792086439918	-2.3090758259714 -1.74030218926761	-1.75331311561364 -1.7403021744732	-5.95530290454045 -5.9551270396478	-1.74030180467908 -1.74035348944436	-4.24413495683844 -4.20106432077158	-4.10538202247296 -4.10538201107183
OG0012144 -7.71727464557163 -7.94187682794083	-6.63525110022192 -6.64174154394914	-6.48871570646783 -6.48573144971641	-4.71770125888678 -4.71231799917358	-2.63287787019002 -2.63288222296259	-7.16314271511989 -7.17709273864713	-3.59660019954336 -3.59660020004019
OG0012145 -6.13102087365981 -6.07792086439918	-5.95540881505077 -5.9551270396478	-5.86335180684841 -5.80580694834331	-1.74030164667934 -1.74030218926761	-2.56523906658926 -1.74030216516312	-5.80762920765886 -5.80641809465208	-4.10538205802556 -4.10538201107183
OG0012146 -6.0779208842823 -6.07792086439918	-5.95880980482807 -5.9551270396478	-5.86701380433442 -5.80580694834331	-1.74084302241953 -1.74030218926761	-2.15755078899859 -1.74030216516312	-5.80893536348676 -5.80641809465208	-4.10538203411579 -4.10538201107183
OG0012147 -7.84212787956913 -7.92723684128687	-7.46575427375398 -7.46573581893299	-7.10862836011033 -7.10860820986284	-7.46573612730589 -7.46573581893299	-6.95702956874919 -6.93164933884773	-7.80175330293802 -7.80175059378496	-6.93179339715168 -6.93161043712328
OG0012148 -7.92723850167571 -7.92724057142848	-7.46573601129528 -7.46573570179765	-6.93161103180828 -6.93161486341488	-7.42609736603103 -7.43747651003637	-7.10862099421651 -7.10860628852242	-6.93161139284606 -6.93161529968486	-7.80175332885394 -7.80175344373834
